region,subregion,country,city,stationId,pm10Mean,pm10Year,pm10Converted,pm10ConvertedNote,pm10ConvertedAlert,pm2.5Mean,pm2.5Year,pm2.5Converted,pm2.5ConvertedNote,pm2.5ConvertedAlert,temporalCoverage,dataCoverageAlert
South-East Asian Region,SearB,Thailand,Phuket,1387,21,2012,,,,11,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",91%,
South-East Asian Region,SearB,Thailand,Ratchaburi,1388,31,2012,,,,17,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",93%,
South-East Asian Region,SearB,Thailand,Rayong,1389,35,2012,,,,18,2012,,,,86%,
South-East Asian Region,SearB,Thailand,Sa Kaeo,1390,35,2012,,,,18,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",81%,
South-East Asian Region,SearB,Thailand,Samut Prakan,1391,42,2012,,,,22,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",94%,
South-East Asian Region,SearB,Thailand,Samut Sakhon,1392,44,2012,,,,24,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",96%,
South-East Asian Region,SearB,Thailand,Saraburi,1393,66,2012,,,,35,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",94%,
South-East Asian Region,SearB,Thailand,Songkhla,1394,34,2012,,,,19,2012,,,,93%,
South-East Asian Region,SearB,Thailand,Surat Thani,1395,38,2012,,,,20,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",4%,"This station has low data coverage (<75%), therefore the annual mean pollution level may not be an accurate representation of the annual conditions.  Caution is advised when interpreting this result."
South-East Asian Region,SearB,Thailand,Yala,1396,26,2012,,,,14,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",78%,
Western Pacific Region,WprB,China,Anshan,1397,105,2010,,,,48,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Anyang,1398,109,2010,,,,50,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Baoding,1399,84,2010,,,,39,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Baoji,1400,98,2010,,,,45,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Baotou,1401,102,2010,,,,47,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Beihai,1402,58,2010,,,,27,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Beijing,1403,121,2010,,,,56,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Benxi,1404,69,2010,,,,32,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Changchun,1405,83,2010,,,,38,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Changde,1406,92,2010,,,,42,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Changsha,1407,104,2010,,,,48,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Changzhi,1408,83,2010,,,,38,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Changzhou,1409,97,2010,,,,45,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Chengdu,1410,102,2010,,,,47,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Chifeng,1411,93,2010,,,,43,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Chongqing,1412,89,2010,,,,41,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Datong,1413,75,2010,,,,34,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Deyang,1414,65,2010,,,,30,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Fushun,1415,94,2010,,,,43,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Fuzhou,1416,73,2010,,,,34,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Guangzhou,1417,69,2010,,,,32,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Guilin,1418,66,2010,,,,30,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Guiyang,1419,75,2010,,,,34,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Haikou,1420,40,2010,,,,18,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Handan,1421,90,2010,,,,41,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Hangzhou,1422,98,2010,,,,45,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Harbin,1423,101,2010,,,,46,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Hefei,1424,115,2010,,,,53,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Hohhot,1425,68,2010,,,,31,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Hong Kong,1426,45,2010,,,,21,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Huzhou,1427,86,2010,,,,39,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Jiaozuo,1428,99,2010,,,,45,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Jilin,1429,81,2010,,,,37,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Jinan,1430,117,2010,,,,54,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Jinchang,1431,88,2010,,,,40,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Jingzhou,1432,88,2010,,,,40,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Jining,1433,116,2010,,,,53,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Jiujiang,1434,64,2010,,,,29,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Kaifeng,1435,111,2010,,,,51,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Karamay,1436,51,2010,,,,23,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Kunming,1437,72,2010,,,,33,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Lanzhou,1438,155,2010,,,,71,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Lhasa,1439,48,2010,,,,22,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Lianyungang,1440,90,2010,,,,41,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Linfen,1441,84,2010,,,,39,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Liuzhou,1442,67,2010,,,,31,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Luoyang,1443,107,2010,,,,49,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Luzhou,1444,86,2010,,,,39,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Maanshan,1445,97,2010,,,,45,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Mianyang,1446,82,2010,,,,38,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Mudanjiang,1447,70,2010,,,,32,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Nanchang,1448,87,2010,,,,40,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Nanchong,1449,61,2010,,,,28,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Nanjing,1450,114,2010,,,,52,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Nanning,1451,69,2010,,,,32,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Nantong,1452,97,2010,,,,45,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Ningbo,1453,96,2010,,,,44,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Panzhihua,1454,98,2010,,,,45,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Pingdingshan,1455,94,2010,,,,43,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Qingdao,1456,99,2010,,,,45,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Qinhuangdao,1457,64,2010,,,,29,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Qiqihar,1458,78,2010,,,,36,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Quanzhou,1459,68,2010,,,,31,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Qujing,1460,85,2010,,,,39,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Rizhao,1461,89,2010,,,,41,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Sanmenxia,1462,96,2010,,,,44,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Shanghai,1463,79,2010,,,,36,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Shantou,1464,60,2010,,,,28,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Shaoguan,1465,74,2010,,,,34,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Shaoxing,1466,95,2010,,,,44,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Shenyang,1467,101,2010,,,,46,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Shenzhen,1468,57,2010,,,,26,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Shijiazhuang,1469,98,2010,,,,45,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Shizuishan,1470,88,2010,,,,40,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Suzhou,1471,90,2010,,,,41,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Taian,1472,97,2010,,,,45,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Taiyuan,1473,89,2010,,,,41,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Tangshan,1474,85,2010,,,,39,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Tianjin,1475,96,2010,,,,44,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Tongchuan,1476,99,2010,,,,45,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Urumqi,1477,133,2010,,,,61,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Weifang,1478,99,2010,,,,45,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Weinan,1479,112,2010,,,,51,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Wenzhou,1480,85,2010,,,,39,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Wuhan,1481,108,2010,,,,50,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Wuhu,1482,75,2010,,,,34,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Wuxi,1483,88,2010,,,,40,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Xiamen,1484,65,2010,,,,30,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Xi'an,1485,126,2010,,,,58,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Xiangtan,1486,95,2010,,,,44,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Xianyang,1487,94,2010,,,,43,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Xining,1488,124,2010,,,,57,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Xuzhou,1489,88,2010,,,,40,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Yan'an,1490,120,2010,,,,55,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Yangquan,1491,78,2010,,,,36,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Yangzhou,1492,96,2010,,,,44,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Yantai,1493,81,2010,,,,37,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Yibing,1494,78,2010,,,,36,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Yichang,1495,86,2010,,,,39,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Yinchuan,1496,93,2010,,,,43,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Yueyang,1497,97,2010,,,,45,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Yuxi,1498,79,2010,,,,36,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Zaozhuang,1499,99,2010,,,,45,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Zhangjiajie,1500,71,2010,,,,33,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Zhanjiang,1501,45,2010,,,,21,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Zhengzhou,1502,111,2010,,,,51,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Zhenjiang,1503,97,2010,,,,45,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Zhuhai,1504,49,2010,,,,22,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Zhuzhou,1505,81,2010,,,,37,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Zibo,1506,110,2010,,,,51,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Zigong,1507,81,2010,,,,37,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,China,Zunyi,1508,87,2010,,,,40,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Malaysia,Bayan Lepas,1509,28,2012,,,,13,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",9 months,
Western Pacific Region,WprB,Malaysia,Kota Kinabalu,1510,29,2012,,,,13,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",10 months,
Western Pacific Region,WprB,Malaysia,Kuantan,1511,25,2012,,,,11,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",12 months,
Western Pacific Region,WprB,Malaysia,Kuching,1512,24,2012,,,,11,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",11 months,
Western Pacific Region,WprB,Malaysia,Petaling Jaya,1513,36,2012,,,,17,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",12 months,
Western Pacific Region,WprB,Malaysia,Senai,1514,32,2012,,,,15,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",12 months,
Western Pacific Region,WprB,Malaysia,Tanah Rata,1515,15,2012,,,,7,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",12 months,
Western Pacific Region,WprB,Mongolia,Bayankhongor,1516,128,2010,,,,59,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Mongolia,Darkhan,1517,174,2009,,,,80,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Mongolia,Erdenet,1518,45,2009,,,,21,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Mongolia,Khobd,1519,133,2010,,,,61,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Mongolia,Murun,1520,76,2010,,,,35,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Mongolia,Sukhbaatar,1521,39,2009,,,,18,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Mongolia,Tsetserleg,1522,136,2009,,,,62,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Mongolia,Ulaanbaatar,1523,148,2010,,,,68,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Philippines,Baguio,1524,107,2010,,,,49,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Philippines,Cebu,1525,47,2010,,,,22,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Philippines,Manila,1526,49,2010,,,,22,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Viet Nam,Da Nang,1527,42,2009,,,,19,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Viet Nam,Ha Noi,1528,86,2009,,,,39,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprB,Viet Nam,Ho Chi Minh,1529,58,2009,,,,27,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",Not found,
Western Pacific Region,WprA,Australia,Adelaide,1530,13,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2010,,,,0.984,
Western Pacific Region,WprA,Australia,Brisbane,1531,11,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",6,2010,,,,0.9,
Western Pacific Region,WprA,Australia,Bunbury,1532,13,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2011,,,,99%,
Western Pacific Region,WprA,Australia,Busselton,1533,14,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2011,,,,100%,
Western Pacific Region,WprA,Australia,Canberra,1534,12,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",7,2012,,,,92%,
Western Pacific Region,WprA,Australia,Casuarina,1535,11,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",6,2010,,,,0.62,"This station has low data coverage (<75%), therefore the annual mean pollution level may not be an accurate representation of the annual conditions.  Caution is advised when interpreting this result."
Western Pacific Region,WprA,Australia,Geelong,1536,18,2011,,,,5,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",0.99,
Western Pacific Region,WprA,Australia,Hobart,1537,10,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",6,2011,,,,95%,
Western Pacific Region,WprA,Australia,Illawarra,1538,8,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",5,2010,,,,92%,
Western Pacific Region,WprA,Australia,Launceston,1539,13,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2011,,,,87%,
Western Pacific Region,WprA,Australia,Lower Hunter,1540,9,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",5,2010,,,,94%,
Western Pacific Region,WprA,Australia,Melbourne,1541,18,2011,,,,5,2011,,,,0.97,
Western Pacific Region,WprA,Australia,Perth,1542,12,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",7,2011,,,,99%,
