city,latitude,longitude
"Naujoji Akmene, Lithuania",56.316814,22.903861
"Panevezys, Lithuania",55.734792,24.357477
"Siauliai, Lithuania",55.934909,23.313682
"Vilnius, Lithuania",54.687156,25.279651
"Bekerich, Luxembourg",49.730985,5.882662
"Esch-Sur-Alzette, Luxembourg",49.500881,5.986093
"Luxembourg, Luxembourg",49.611621,6.131935
"Antanarivo, Madagascar",-18.87919,47.507905
"Bayan Lepas, Malaysia",5.294464,100.259327
"Kuantan, Malaysia",3.763386,103.220183
"Kuching, Malaysia",1.607681,110.378544
"Petaling Jaya, Malaysia",3.127887,101.594489
"Senai, Malaysia",1.602031,103.644379
"Tanah Rata, Malaysia",4.470611,101.376639
"Male, Maldives",4.175496,73.509347
"Gharb, Malta",36.068909,14.20181
"Msida, Malta",35.895639,14.486888
"Paola, Malta",35.882108,14.510184
"Zejtun, Malta",35.854871,14.536397
"Beau Bassin-Rose Hill, Mauritius",-20.22303,57.468383
"Flacq, Mauritius",-20.225784,57.711927
"Midlands, Mauritius",-20.339905,57.568847
"Port Louis, Mauritius",-20.160891,57.501222
"Guadalajara, Mexico",20.659699,-103.349609
"Irapuato, Mexico",20.678665,-101.354496
"Le�n, Mexico",21.125008,-101.68596
"Mexico City, Mexico",19.432608,-99.133208
"Monterrey, Mexico",25.686614,-100.316113
"Puebla, Mexico",19.041297,-98.2062
"Salamanca, Mexico",20.573931,-101.195717
"Silao, Mexico",20.952141,-101.428237
"Toluca, Mexico",19.28261,-99.655665
"Monaco, Monaco",43.737411,7.420816
"Ulaanbaatar, Mongolia",47.886399,106.905744
"Bar, Montenegro",42.204043,19.140438
"Nik_ic, Montenegro",42.780474,18.956166
"Pljevlja, Montenegro",43.358237,19.351259
"Podgorica, Montenegro",42.43042,19.259364
"Tivat, Montenegro",42.434981,18.70664
"Casablanca, Morocco",33.57311,-7.589843
"F�s, Morocco",34.018125,-5.007845
"Marrakech, Morocco",31.629472,-7.981084
"Meknes, Morocco",33.873016,-5.54073
"Safi, Morocco",32.300815,-9.227203
"Sal_, Morocco",34.033697,-6.770814
"Tanger, Morocco",35.759465,-5.833954
"Kathar, Myanmar",24.182119,96.330583
"Kyauk Pa Taung, Myanmar",20.844344,95.127572
"Kyaukphyu, Myanmar",19.421203,93.545849
"Mawlamyaing, Myanmar",16.454317,97.643961
"Meikhtilar, Myanmar",20.876593,95.860161
"Namkham, Myanmar",23.830423,97.684657
"Namthu, Myanmar",20.917019,101.161736
"Nyaung Oo, Myanmar",21.177252,94.924707
"Pyay-Aunglan, Myanmar",16.792678,96.176174
"Pyin Oo Lwin, Myanmar",22.039177,96.471658
"Sintgaing, Myanmar",21.734054,96.10632
"Taungoo, Myanmar",18.939835,96.434362
"Thaungtha, Myanmar",16.955624,94.441363
"Yenanchaung, Myanmar",20.459325,94.877997
"Kathmandu, Nepal",27.717245,85.323961
"Amsterdam, Netherlands",52.370216,4.895168
"Beverwijk, Netherlands",52.486984,4.657447
"Breda, Netherlands",51.571915,4.768323
"De Rijp, Netherlands",52.556361,4.846805
"Den Haag, Netherlands",52.070498,4.3007
"Dordrecht, Netherlands",51.813298,4.690093
"Eindhoven, Netherlands",51.441642,5.469722
"Enschede, Netherlands",52.221537,6.893662
"Groningen, Netherlands",53.219384,6.566502
"Heerlen, Netherlands",50.888174,5.979499
"Hilversum, Netherlands",52.22917,5.166897
"Hoek Van Holland, Netherlands",51.980632,4.134185
"Hoofddorp, Netherlands",52.306085,4.690704
"Ijmuiden, Netherlands",52.456954,4.606014
"Leiden, Netherlands",52.160114,4.49701
"Maassluis, Netherlands",51.922607,4.254566
"Moerdijk, Netherlands",51.701817,4.62735
"Nijmegen, Netherlands",51.812563,5.837226
"Rotterdam, Netherlands",51.92442,4.477733
"Schiedam, Netherlands",51.91696,4.398819
"Utrecht, Netherlands",52.090737,5.12142
"Velsen, Netherlands",52.452059,4.630587
"Wijk Aan Zee, Netherlands",52.491691,4.593325
"Zaandam, Netherlands",52.44204,4.829199
"Alexandra, New Zealand",-45.232815,169.372381
"Ashburton, New Zealand",-43.908381,171.748567
"Auckland, New Zealand",-36.84846,174.763332
"Blenheim, New Zealand",-41.513442,173.96125
"Christchurch, New Zealand",-43.532054,172.636225
"Dunedin, New Zealand",-45.87876,170.502798
"Geraldine, New Zealand",-44.091185,171.243735
"Gore, New Zealand",-46.098799,168.945819
"Hamilton, New Zealand",-37.787001,175.279253
"Hastings, New Zealand",-39.639578,176.839232
"Hawkes Bay, New Zealand",-39.771162,176.741637
"Invercargill, New Zealand",-46.413187,168.353773
"Kaiapoi, New Zealand",-43.383032,172.656958
"Lower Hutt, New Zealand",-41.209165,174.908056
"Masterton, New Zealand",-40.951112,175.65735
"Matamata, New Zealand",-37.81088,175.776461
"Napier, New Zealand",-39.492844,176.912018
"Nelson Airshed A, New Zealand",,
"Nelson Airshed B, New Zealand",,
"Ngaruawahia, New Zealand",-37.667411,175.148837
"Porirua, New Zealand",-41.1339,174.840601
"Putaruru, New Zealand",-38.048988,175.780468
"Rangiora, New Zealand",-43.303356,172.595725
"Richmond, New Zealand",-41.338466,173.183809
"Rotorua, New Zealand",-38.136848,176.249746
"Taihape, New Zealand",-39.677733,175.798805
"Taumarunui, New Zealand",-38.883246,175.260712
"Taupo, New Zealand",-38.685692,176.07021
"Tauranga, New Zealand",-37.687797,176.16513
"Te Anau, New Zealand",-45.414451,167.718053
"Te Kuiti, New Zealand",-38.332983,175.163456
"Timaru, New Zealand",-44.396972,171.254973
"Tokoroa, New Zealand",-38.217965,175.870579
"Turangi, New Zealand",-38.989871,175.808748
"Upper Hutt, New Zealand",-41.124433,175.070783
"Waimate, New Zealand",-44.73264,171.048135
"Wainuiomata, New Zealand",-41.263362,174.947905
"Washdyke, New Zealand",-44.352442,171.238404
"Wellington, New Zealand",-41.28646,174.776236
"Whangarei, New Zealand",-35.725112,174.323708
"Aba, Nigeria",5.121588,7.373266
"Abakaliki, Nigeria",6.323061,8.112012
"Afikpo, Nigeria",5.889456,7.953838
"Enugu, Nigeria",6.458366,7.546389
"Ile-Ife, Nigeria",7.490462,4.552127
"Kaduna, Nigeria",10.510464,7.416505
"Nnewi, Nigeria",6.010519,6.910345
"Nsukka, Nigeria",6.842942,7.373266
"Onitsha, Nigeria",6.141312,6.802949
"Orlu, Nigeria",5.781231,7.03909
"Owerri, Nigeria",5.489059,7.017588
"Umuahia, Nigeria",5.524953,7.492241
"Aalesund, Norway",62.472228,6.149482
"Baerum, Norway",59.920545,10.593765
"Bergen, Norway",60.391263,5.322054
"Drammen, Norway",59.744074,10.204456
"Fredrikstad, Norway",59.220537,10.934701
"Kristiansand, Norway",58.159912,8.018206
"Lillehammer, Norway",61.115271,10.466231
"Mo I Rana, Norway",66.313712,14.141975
"Oslo, Norway",59.913869,10.752245
"Stavanger, Norway",58.969976,5.733107
"Troms�, Norway",,
"Trondheim, Norway",63.430515,10.395053
"Muscat, Oman",23.58589,58.405923
"Islamabad, Pakistan",33.729388,73.093146
"Karachi, Pakistan",24.861462,67.009939
"Lahore, Pakistan",31.554606,74.357158
"Peshawar, Pakistan",34.014975,71.58049
"Rawalpindi, Pakistan",33.598394,73.044135
"Panama, Panama",9.101179,-79.402864
"Asunci�n, Paraguay",-25.26374,-57.575926
"Lima, Peru",-12.046374,-77.042793
"Baguio City, Philippines",16.402333,120.596007
"Cebu, Philippines",10.315699,123.885437
"Daguapan City, Philippines",16.0433,120.333312
"Davao City, Philippines",7.190708,125.455341
"Manila, Philippines",14.599512,120.98422
"San Carlos City, Philippines",10.483734,123.412896
"Urdaneta, Philippines",15.975803,120.570693
"Zamboanga City, Philippines",6.921442,122.079027
"Belsk Duzy, Poland",51.825395,20.809213
"Biala Podlaska, Poland",52.038713,23.144503
"Bialystok, Poland",53.132489,23.16884
"Bielsko Biala, Poland",49.822377,19.058384
"Bochnia, Poland",49.968458,20.430328
"Bogatynia, Poland",50.90725,14.95615
"Brzeziny, Poland",51.800255,19.751679
"Busko-Zdroj, Poland",50.470362,20.719176
"Bydgoszcz, Poland",53.12348,18.008438
"Chelm, Poland",51.143123,23.471199
"Ciechanow, Poland",52.881484,20.619795
"Ciechocinek, Poland",52.879049,18.794815
"Cieszyn, Poland",49.749764,18.635471
"Czestochowa, Poland",50.81182,19.120309
"Dabrowa Gornicza, Poland",50.32169,19.194913
"Dzialoszyn, Poland",51.116656,18.865123
"Dzierzoniow, Poland",50.730861,16.656789
"Elblag, Poland",54.156061,19.40449
"Gajew, Poland",52.228657,19.75575
"Gdansk, Poland",54.352025,18.646638
"Gdynia, Poland",54.51889,18.530541
"Gliwice, Poland",50.294492,18.67138
"Glogow, Poland",51.663585,16.084667
"Gniezno, Poland",52.534925,17.582657
"Godow, Poland",49.924546,18.477893
"Goldap, Poland",54.306911,22.303448
"Gorlice, Poland",49.654616,21.159632
"Gorzow Wlkp., Poland",52.732529,15.23693
"Granica, Poland",52.138167,20.804988
"Grudziadz, Poland",53.483749,18.753565
"Inowroclaw, Poland",52.799332,18.256203
"Jaroslaw, Poland",50.016146,22.677717
"Jaslo, Poland",49.744566,21.472287
"Jasna Gora, Poland",51.147815,18.456313
"Jelenia Gora, Poland",50.904417,15.719362
"Kalisz, Poland",51.76728,18.085346
"Katowice, Poland",50.264892,19.023782
"Kedzierzyn-Kozle, Poland",50.349881,18.226184
"Kielce, Poland",50.866077,20.628568
"Klodzko, Poland",50.434564,16.661394
"Kluczbork, Poland",50.97235,18.21807
"Knurow, Poland",50.221932,18.670647
"Koniczynka, Poland",53.078615,18.685776
"Konin, Poland",52.223033,18.251073
"Koscierzyna, Poland",54.122246,17.98126
"Koszalin, Poland",54.194322,16.171491
"Krakow, Poland",50.06465,19.94498
"Krasnik, Poland",50.923283,22.226957
"Krosno, Poland",49.682476,21.766053
"Kwidzyn, Poland",53.726353,18.932304
"Legionowo, Poland",52.404448,20.94997
"Legnica, Poland",51.207007,16.155323
"Leszno, Poland",51.841986,16.593754
"Lodz, Poland",51.759249,19.455983
"Lomza, Poland",53.17812,22.059032
"Lublin, Poland",51.246454,22.568446
"Lubliniec, Poland",50.668735,18.684619
"Malbork, Poland",54.036132,19.037976
"Mielec, Poland",50.287063,21.42381
"Mlawa, Poland",53.112263,20.383721
"Mysliborz, Poland",52.923719,14.86785
"Myszkow, Poland",50.570685,19.314464
"Naklo, Poland",50.655454,19.725211
"Nidzica, Poland",53.360814,20.427487
"Niepolomice, Poland",50.040666,20.222533
"Nisko, Poland",50.52001,22.13955
"Nowa Ruda, Poland",50.579714,16.503709
"Nowy Sacz, Poland",49.617454,20.715333
"Nowy Tomysl, Poland",52.318189,16.128255
"Olawa, Poland",50.945928,17.292402
"Olesnica, Poland",51.213435,17.38985
"Olesno, Poland",50.87526,18.41472
"Olsztyn, Poland",53.778422,20.480119
"Opoczno, Poland",51.375338,20.278763
"Opole, Poland",50.675107,17.921298
"Ostroda, Poland",53.696301,19.964795
"Ostroleka, Poland",53.087654,21.559255
"Ostrow Wielkopolski, Poland",51.654986,17.806826
"Otwock, Poland",52.105319,21.261625
"Ozarow, Poland",50.88758,21.66654
"Pabianice, Poland",51.65673,19.35776
"Piastow, Poland",52.184518,20.840043
"Pila, Poland",53.150967,16.738227
"Piotrkow Trybunalski, Poland",51.405172,19.703024
"Plock, Poland",52.546345,19.706536
"Polaniec, Poland",50.43302,21.28065
"Polkowice, Poland",51.502485,16.062049
"Poznan, Poland",52.406374,16.925168
"Proszowice, Poland",50.192192,20.289075
"Pszczyna, Poland",49.985781,18.947709
"Pulawy, Poland",51.416443,21.969309
"Radom, Poland",51.402724,21.147133
"Radomierzyce, Poland",51.042113,17.043415
"Radomsko, Poland",51.066854,19.444939
"Radzyn Podlaski, Poland",51.783202,22.621853
"Rawa Mazowiecka, Poland",51.76623,20.25623
"Rudna, Poland",51.51119,16.263731
"Rybnik, Poland",50.102174,18.546285
"Rzeszow, Poland",50.041187,21.99912
"Sanok, Poland",49.555019,22.206066
"Siedlce, Poland",52.167603,22.290164
"Sieradz, Poland",51.595601,18.730299
"Sitkowka Nowiny, Poland",50.817503,20.54121
"Skawina, Poland",49.975182,19.828875
"Skierniewice, Poland",51.954717,20.15833
"Slupsk, Poland",54.464148,17.028482
"Sopot, Poland",54.441581,18.560096
"Sosnowiec, Poland",50.286264,19.104079
"Starachowice, Poland",51.036829,21.070977
"Starogard Gdanski, Poland",53.965614,18.516274
"Sucha Beskidzka, Poland",49.74127,19.58636
"Sulecin, Poland",52.44387,15.11697
"Suwalki, Poland",54.111522,22.930788
"Swidnica, Poland",50.849843,16.475679
"Swiecie, Poland",53.409384,18.447386
"Szczawno Zdroj, Poland",50.810462,16.247897
"Szczecin, Poland",53.428544,14.552812
"Szczecinek, Poland",53.710071,16.69936
"Tarnow, Poland",50.012101,20.985841
"Tarnowek, Poland",51.512118,16.160891
"Tarnowo Podgorne, Poland",52.462644,16.673416
"Tarnowskie Gory, Poland",50.435947,18.846025
"Tomaszow Mazowiecki, Poland",51.531195,20.008647
"Torun, Poland",53.01379,18.598444
"Trzebinia, Poland",50.15847,19.4694
"Tuchola, Poland",53.58762,17.85955
"Tuchow, Poland",49.89477,21.05416
"Tychy, Poland",50.121801,19.020002
"Wadowice, Poland",49.882786,19.493958
"Wagrowiec, Poland",52.80848,17.19966
"Walbrzych, Poland",50.784009,16.284355
"Warszawa, Poland",52.229676,21.012229
"Widuchowa, Poland",53.126879,14.390618
"Wladyslawowo, Poland",54.79074,18.403
"Wloclawek, Poland",52.64833,19.067736
"Wodzislaw Slaski, Poland",50.003137,18.47191
"Wroclaw, Poland",51.107885,17.038538
"Wschowa, Poland",51.807108,16.316477
"Wyszkow, Poland",52.592852,21.458395
"Zabkowice Slaskie, Poland",50.589362,16.813242
"Zabrze, Poland",50.324928,18.785719
"Zakopane, Poland",49.299181,19.949562
"Zamosc, Poland",50.723088,23.251969
"Zawiercie, Poland",50.487743,19.416626
"Zdunska Wola, Poland",51.599033,18.939325
"Zgierz, Poland",51.855058,19.40607
"Zgorzelec, Poland",51.149636,15.006564
"Zielona Gora, Poland",51.935621,15.506186
"Zielonka, Poland",52.30344,21.160724
"Zlotoryja, Poland",51.125932,15.921385
"Zloty Potok, Poland",50.706799,19.437583
"Zory, Poland",50.044724,18.70064
"Zyrardow, Poland",52.048652,20.445988
"Zywiec, Poland",49.6913,19.182398
"Albufeira, Portugal",37.089072,-8.24788
"Almada, Portugal",38.676524,-9.165105
"Braga, Portugal",41.545449,-8.426507
"Coimbra, Portugal",40.203315,-8.410257
"Faro, Portugal",37.019355,-7.93044
"�lhavo, Portugal",,
"Lisboa, Portugal",38.722252,-9.139337
"Loures, Portugal",38.831549,-9.174109
"Santo Tirso, Portugal",41.343138,-8.473808
"Sintra, Portugal",38.802869,-9.381659
"Vila Do Conde, Portugal",41.35173,-8.747862
"Vila Franca De Xira, Portugal",38.955156,-8.988993
"Al Wakrah, Qatar",25.165931,51.597552
"Doha, Qatar",25.285447,51.53104
"Busan, Republic of Korea",35.179554,129.075642
"Chungbuk, Republic of Korea",36.8,127.7
"Chungnam, Republic of Korea",36.5184,126.8
"Daegu, Republic of Korea",35.871435,128.601445
"Daejeon, Republic of Korea",36.350412,127.384548
"Gangwon, Republic of Korea",37.8228,128.1555
"Gwangju, Republic of Korea",35.159545,126.852601
"Gyeongbuk, Republic of Korea",36.4919,128.8889
"Gyeonggi, Republic of Korea",37.4138,127.5183
"Gyeongnam, Republic of Korea",35.4606,128.2132
"Incheon, Republic of Korea",37.456256,126.705206
"Jeju, Republic of Korea",33.499621,126.531188
"Jeonbuk, Republic of Korea",35.7175,127.153
"Jeonnam, Republic of Korea",34.8679,126.991
"Seoul, Republic of Korea",37.566535,126.977969
"Ulsan, Republic of Korea",35.538377,129.31136
"Alba Iulia, Romania",46.082337,23.569027
"Alexandria, Romania",43.975057,25.328258
"Arad, Romania",46.186561,21.312268
"Bacau, Romania",46.567044,26.914575
"Baia Mare, Romania",47.656739,23.584988
"Blejoi, Romania",44.989028,26.012698
"Botosani, Romania",47.740654,26.665813
"Brasov, Romania",45.657976,25.601198
"Bucharest, Romania",44.426767,26.102538
"Buzau, Romania",45.137111,26.817112
"Campulung, Romania",45.270605,25.053104
"Cluj, Romania",46.77121,23.623635
"Comuna Sinandrei, Romania",47.067054,21.851781
"Constanta, Romania",44.159801,28.634814
"Craiova, Romania",44.330179,23.794881
"Deva, Romania",45.866257,22.914374
"Drobeta Turnu Severin, Romania",44.636923,22.659734
"Galati, Romania",45.435321,28.007994
"Giurgiu, Romania",43.903708,25.969926
"Husi, Romania",46.675864,28.05899
"Iasi, Romania",47.158455,27.601442
"Isaccea, Romania",45.265423,28.460727
"Medias, Romania",46.157283,24.347166
"Miercurea Ciuc, Romania",46.369557,25.795366
"Moldova Noua, Romania",44.735184,21.664235
"Nadlac, Romania",46.168492,20.75651
"Oradea, Romania",47.046501,21.918944
"Piatra Neamt, Romania",46.929962,26.377979
"Pitesti, Romania",44.85648,24.869182
"Ploiesti, Romania",44.936664,26.012862
"Rovinari, Romania",44.900003,23.154346
"Sanpetru, Romania",45.703429,25.63284
"Satu Mare, Romania",47.80167,22.857593
"Siret, Romania",47.955267,26.064168
"Slatina, Romania",44.430168,24.37169
"Suceava, Romania",47.663452,26.27323
"Timisoara, Romania",45.748872,21.208679
"Tomesti, Romania",45.782985,22.310312
"Turceni, Romania",44.674076,23.374199
"Ungheni, Romania",46.484071,24.459791
"Vulcan, Romania",45.634809,25.418103
"Zona Firiza, Romania",46.761592,23.563191
"Moscow, Russian Federation",55.755826,37.6173
"Al Jubail, Saudi Arabia",26.959771,49.568742
"Dammam, Saudi Arabia",26.392667,49.977714
"Jeddah, Saudi Arabia",21.285407,39.237551
"Makkah, Saudi Arabia",21.389082,39.857912
"Medina, Saudi Arabia",24.524654,39.569184
"Riyadh, Saudi Arabia",24.713552,46.675296
"Yenbu, Saudi Arabia",24.023176,38.189978
"Dakar, Senegal",14.764504,-17.366029
"Belgrade, Serbia",44.786568,20.448922
"Nis, Serbia",43.320902,21.895759
"Novi Sad, Serbia",45.267135,19.83355
"Singapore, Singapore",1.355379,103.867744
"Banska Bystrica, Slovakia",48.736277,19.146192
"Bratislava, Slovakia",48.148597,17.107748
"Bystricany, Slovakia",48.660432,18.510038
"Handlova, Slovakia",48.729008,18.75987
"Hnusta, Slovakia",48.574647,19.953619
"Humenne, Slovakia",48.932454,21.907892
"Kosice, Slovakia",48.716386,21.261075
"Malacky, Slovakia",48.43634,17.018264
"Martin, Slovakia",49.061661,18.919023
"Nitra, Slovakia",48.306141,18.076376
"Presov, Slovakia",49.001832,21.239312
"Prievidza, Slovakia",48.774521,18.624538
"Ruzomberok, Slovakia",49.075239,19.3066
"Senica, Slovakia",48.679865,17.361
"Strazske, Slovakia",48.873165,21.836944
"Trnava, Slovakia",48.370911,17.583322
"Velka Ida, Slovakia",48.597662,21.167395
"Vranov Nad Toplov, Slovakia",48.890472,21.682525
"Ziar Nad Hronom, Slovakia",48.590501,18.854895
"Zilina, Slovakia",49.21945,18.7408
"Zvolen, Slovakia",48.576181,19.137115
"Celje, Slovenia",46.239749,15.267706
"Hrastnik, Slovenia",46.141729,15.084489
"Koper, Slovenia",45.548059,13.730188
"Kranj, Slovenia",46.242834,14.355542
"Ljubljana, Slovenia",46.056947,14.505751
"Maribor, Slovenia",46.55465,15.645881
"Murska Sobota, Slovenia",46.658138,16.161029
"Nova Gorica, Slovenia",45.954976,13.649304
"Novo Mesto, Slovenia",45.801082,15.171009
"Trbovlje1, Slovenia",46.150356,15.045314
"Velenje, Slovenia",46.362274,15.110658
"Zagorje Ob Savi, Slovenia",46.134519,14.994598
"Zerjav, Slovenia",46.486224,14.87032
"Diepkloof, South Africa",-26.244583,27.954189
"Ermelo, South Africa",-26.512358,29.985616
"Hartebeespoort, South Africa",-25.747732,27.887178
"Johannesburg, South Africa",-26.204103,28.047305
"Middleburg, South Africa",-31.506809,25.017521
"Mpumalanga, South Africa",-29.80397,30.631495
"Sebokeng, South Africa",-26.576847,27.842865
"Sekunda, South Africa",-26.515779,29.191392
"Pretoria, South Africa",-25.747868,28.229271
"Vereeniging, South Africa",-26.596931,27.901465
"Waterberg, South Africa",-23.974785,28.299435
"Witbank, South Africa",-25.872782,29.255323
"Zamdela, South Africa",-26.866227,27.869238
"Abanto Y Ciervana, Spain",43.316728,-3.08422
"Ag�imes, Spain",,
"Aia, Spain",43.2369,-2.148555
"Alag�n, Spain",,
"Albacete, Spain",38.994349,-1.858542
"Albalat Dels Tarongers, Spain",39.703239,-0.337483
"Alcala de Henares, Spain",40.481979,-3.363542
"Alcanar, Spain",40.543058,0.476748
"Alca_iz, Spain",41.051035,-0.133537
"Alcantarilla, Spain",37.969517,-1.219342
"Alcobendas, Spain",40.537251,-3.637225
"Alcora, Spain",40.074646,-0.213915
"Alcorc�n, Spain",40.346845,-3.827844
"Alcoy, Spain",38.698707,-0.481094
"Alfaro, Spain",42.177298,-1.750231
"Algar, Spain",36.658588,-5.654639
"Algar De Palancia, Spain",39.780773,-0.367186
"Algeciras, Spain",36.140759,-5.456233
"Algete, Spain",40.596462,-3.501645
"Alicante, Spain",38.345996,-0.490686
"Almazora, Spain",39.947843,-0.062999
"Almonte, Spain",37.259658,-6.516975
"Alzira, Spain",39.151185,-0.433364
"Ametlla De Mar, Spain",40.883944,0.799649
"Arafo, Spain",28.338586,-16.421448
"Aranda De Duero, Spain",41.669228,-3.690217
"Aranjuez, Spain",40.030502,-3.604053
"Arganda Del Rey, Spain",40.306446,-3.447906
"Armilla, Spain",37.143916,-3.625453
"Arona, Spain",28.09995,-16.679977
"Arrasate O Mondrag�n, Spain",43.064887,-2.490208
"Arrecife, Spain",28.965169,-13.555036
"Arr�bal, Spain",,
"Arteixo, Spain",43.303868,-8.510297
"Arucas, Spain",28.120141,-15.521061
"Astillero, Spain",43.398373,-3.822281
"Atazar, Spain",40.933333,-3.466667
"�vila, Spain",,
"Aviles, Spain",43.557952,-5.924665
"Azpeitia, Spain",43.182598,-2.266732
"Badajoz, Spain",38.87945,-6.970654
"Badalona, Spain",41.446988,2.245032
"Barcarrota, Spain",38.51442,-6.849841
"Barcelona, Spain",41.385064,2.173403
"Los Barrios , Spain",36.185065,-5.492557
"Beasain, Spain",43.045755,-2.200306
"Benicasim, Spain",40.055385,0.06415
"Benidorm, Spain",38.541057,-0.122494
"Bilbao, Spain",43.263013,-2.934985
"Bre_a Alta, Spain",28.662979,-17.791705
"Bre_a Baja, Spain",28.641297,-17.772467
"Bujaraloz, Spain",41.497428,-0.15301
"Bu_ol, Spain",39.420344,-0.790133
"Bunyola, Spain",39.695965,2.700251
"Burgos, Spain",42.343993,-3.696906
"Burjassot, Spain",39.50967,-0.413596
"Burriana, Spain",39.889593,-0.08483
"Caceres, Spain",39.475277,-6.372425
"Cadaques, Spain",42.288757,3.277972
"Calanda, Spain",40.940785,-0.231502
"Camargo, Spain",43.404703,-3.884622
"Cambre, Spain",43.292615,-8.342279
"Campis�balos, Spain",,
"Candelaria, Spain",28.355677,-16.371718
"Cangas Del Narcea, Spain",43.177384,-6.54984
"Caravaca De La Cruz, Spain",38.104189,-1.860915
"Carracedelo, Spain",42.555917,-6.732697
"Cartagena, Spain",37.625683,-0.996584
"Castell�n De La Plana, Spain",,
"Castro-Urdiales, Spain",43.368822,-3.215635
"Caudete De Las Fuentes, Spain",39.55828,-1.280678
"Cee, Spain",42.957669,-9.192
"Cerceda, Spain",43.189695,-8.472236
"Cervo, Spain",43.671212,-7.410357
"Cesuras, Spain",43.17325,-8.201029
"Ciudad Real, Spain",38.98483,-3.927378
"Collado Villalba, Spain",40.630878,-4.005561
"Colmenar Viejo, Spain",40.662648,-3.771046
"Congosto, Spain",42.618135,-6.520309
"Los Corrales De Buelna, Spain",43.259776,-4.06699
"Coru_a, Spain",43.362344,-8.41154
"Coslada, Spain",40.426046,-3.565165
"Cuadros, Spain",42.708742,-5.63988
"Cuevas Del Almanzora, Spain",37.292245,-1.876084
"San Sebastian, Spain",43.318334,-1.981231
"Dumbr�a, Spain",43.012182,-9.118528
"Durango, Spain",43.171186,-2.631334
"Eivissa, Spain",38.906734,1.420598
"El Ejido, Spain",36.773115,-2.810355
"Elche, Spain",38.269933,-0.712561
"Elciego, Spain",42.514961,-2.618546
"Elda, Spain",38.476507,-0.79646
"Fabero, Spain",42.767395,-6.623732
"Ferrol, Spain",43.489646,-8.219345
"Fuenlabrada, Spain",40.290206,-3.803548
"Galilea, Spain",42.34778,-2.236484
"Gandia, Spain",38.968032,-0.184467
"Getafe, Spain",40.30825,-3.732393
"Gij�n, Spain",43.532202,-5.66112
"Granadilla De Abona, Spain",28.12227,-16.576891
"Guadalajara, Spain",40.632489,-3.16017
"Guadalix De La Sierra, Spain",40.786001,-3.69529
"Guardo, Spain",42.789026,-4.847439
"Hernani, Spain",43.265793,-1.97685
"Huelva, Spain",37.261421,-6.944722
"Huesca, Spain",42.131845,-0.407806
"Illescas, Spain",40.126281,-3.84899
"Jerez De La Frontera, Spain",36.685006,-6.126074
"La Linea De La Concepci�n, Spain",36.168256,-5.349472
"Langreo, Spain",43.308113,-5.696056
"Laracha, Spain",43.24827,-8.584405
"Leganes, Spain",40.331951,-3.768655
"Le�n, Spain",42.598726,-5.567096
"Llanes, Spain",43.421148,-4.756216
"Llodio, Spain",43.143451,-2.95799
"Logro_o, Spain",42.46272,-2.444985
"Lorca, Spain",37.673593,-1.696836
"Lugo, Spain",43.009738,-7.556758
"Madrid, Spain",40.416775,-3.70379
"Mah�n, Spain",39.88733,4.259619
"Mairena Del Aljarafe, Spain",37.350923,-6.052036
"Majadahonda, Spain",40.473759,-3.868312
"Matar�, Spain",,
"Medina Del Campo, Spain",41.308163,-4.915477
"Merida, Spain",38.919144,-6.340805
"Mieres, Spain",43.249719,-5.778528
"Miranda De Ebro, Spain",42.686975,-2.945068
"Morella, Spain",40.618139,-0.101549
"M�stoles, Spain",,
"Motril, Spain",36.748975,-3.518036
"Muras, Spain",43.466394,-7.72593
"Murcia, Spain",37.99224,-1.130654
"Noia, Spain",42.784276,-8.888289
"Obejo, Spain",38.132746,-4.79991
"Onda, Spain",39.96513,-0.262595
"Ordes, Spain",43.076374,-8.408066
"Orusco De Taju_a, Spain",40.2861,-3.211421
"Ourense, Spain",42.335789,-7.863881
"Ourol, Spain",43.564569,-7.642286
"Oviedo, Spain",43.361915,-5.849389
"Palencia, Spain",42.009686,-4.528802
"Palma De Mallorca, Spain",39.569601,2.65016
"Las Palmas De Gran Canaria, Spain",28.123546,-15.436257
"Palos De La Frontera, Spain",37.228894,-6.895426
"Paterna, Spain",39.503709,-0.443162
"Pe_ausende, Spain",,
"Pinoso, Spain",38.403516,-1.041111
"Plasencia, Spain",40.042095,-6.083807
"Pobla (Sa), Spain",39.769738,3.025078
"Poio, Spain",42.434156,-8.657474
"Pollen�a, Spain",39.877194,3.016203
"Ponferrada, Spain",42.549996,-6.598259
"Pontes De Garc�a Rodr�guez, Spain",,
"Pontevedra, Spain",42.429885,-8.64462
"Pradej�n, Spain",42.333421,-2.068971
"Prado Del Rey, Spain",36.788258,-5.55779
"Puerto Del Rosario, Spain",28.500821,-13.862837
"Puerto Real, Spain",36.531649,-6.183195
"Puertollano, Spain",38.688446,-4.107888
"El Pueyo De Aragu�s , Spain",42.441341,0.16091
"Punta Umbr�a, Spain",37.185259,-6.970498
"Quart De Poblet, Spain",39.482582,-0.444867
"Los Realejos, Spain",28.385473,-16.584196
"Reinosa, Spain",42.999529,-4.139262
"Rivas-Vaciamadrid, Spain",40.351907,-3.535733
"La Robla, Spain",42.801249,-5.627395
"Sagunto, Spain",39.679863,-0.278438
"Salamanca, Spain",40.970104,-5.66354
